cluster	gene	size	boundary	avgExpr	cvExpr	avgCor	cvCor	protein_coding	lncRNA	sncRNA	pseudogene	Ig/TcR	tf
M159	MAN2A1	21	1:21	197.342130175288	0.9300593015508	0.19839320186751	0.797750834542495	0.714285714285714	0	0.0952380952380952	0.19047619047619	0	0
M159	DCBLD1	21	1:21	197.342130175288	0.9300593015508	0.19839320186751	0.797750834542495	0.714285714285714	0	0.0952380952380952	0.19047619047619	0	0
M159	ADAM28	21	1:21	197.342130175288	0.9300593015508	0.19839320186751	0.797750834542495	0.714285714285714	0	0.0952380952380952	0.19047619047619	0	0
M159	MT-ND3	21	1:21	197.342130175288	0.9300593015508	0.19839320186751	0.797750834542495	0.714285714285714	0	0.0952380952380952	0.19047619047619	0	0
M159	MTND1P23	21	1:21	197.342130175288	0.9300593015508	0.19839320186751	0.797750834542495	0.714285714285714	0	0.0952380952380952	0.19047619047619	0	0
M159	MT-ND1	21	1:21	197.342130175288	0.9300593015508	0.19839320186751	0.797750834542495	0.714285714285714	0	0.0952380952380952	0.19047619047619	0	0
M159	MTRNR2L12	21	1:21	197.342130175288	0.9300593015508	0.19839320186751	0.797750834542495	0.714285714285714	0	0.0952380952380952	0.19047619047619	0	0
M159	MT-CO2	21	1:21	197.342130175288	0.9300593015508	0.19839320186751	0.797750834542495	0.714285714285714	0	0.0952380952380952	0.19047619047619	0	0
M159	MTCO1P12	21	1:21	197.342130175288	0.9300593015508	0.19839320186751	0.797750834542495	0.714285714285714	0	0.0952380952380952	0.19047619047619	0	0
M159	MT-CO3	21	1:21	197.342130175288	0.9300593015508	0.19839320186751	0.797750834542495	0.714285714285714	0	0.0952380952380952	0.19047619047619	0	0
M159	MTND2P28	21	1:21	197.342130175288	0.9300593015508	0.19839320186751	0.797750834542495	0.714285714285714	0	0.0952380952380952	0.19047619047619	0	0
M159	MT-ND2	21	1:21	197.342130175288	0.9300593015508	0.19839320186751	0.797750834542495	0.714285714285714	0	0.0952380952380952	0.19047619047619	0	0
M159	MT-CYB	21	1:21	197.342130175288	0.9300593015508	0.19839320186751	0.797750834542495	0.714285714285714	0	0.0952380952380952	0.19047619047619	0	0
M159	MT-ATP6	21	1:21	197.342130175288	0.9300593015508	0.19839320186751	0.797750834542495	0.714285714285714	0	0.0952380952380952	0.19047619047619	0	0
M159	MT-ND4	21	1:21	197.342130175288	0.9300593015508	0.19839320186751	0.797750834542495	0.714285714285714	0	0.0952380952380952	0.19047619047619	0	0
M159	MT-ND5	21	1:21	197.342130175288	0.9300593015508	0.19839320186751	0.797750834542495	0.714285714285714	0	0.0952380952380952	0.19047619047619	0	0
M159	MT-CO1	21	1:21	197.342130175288	0.9300593015508	0.19839320186751	0.797750834542495	0.714285714285714	0	0.0952380952380952	0.19047619047619	0	0
M159	MT-RNR1	21	1:21	197.342130175288	0.9300593015508	0.19839320186751	0.797750834542495	0.714285714285714	0	0.0952380952380952	0.19047619047619	0	0
M159	MT-RNR2	21	1:21	197.342130175288	0.9300593015508	0.19839320186751	0.797750834542495	0.714285714285714	0	0.0952380952380952	0.19047619047619	0	0
M159	MTATP6P1	21	1:21	197.342130175288	0.9300593015508	0.19839320186751	0.797750834542495	0.714285714285714	0	0.0952380952380952	0.19047619047619	0	0
M159	TRIO	21	1:21	197.342130175288	0.9300593015508	0.19839320186751	0.797750834542495	0.714285714285714	0	0.0952380952380952	0.19047619047619	0	0
M210	PCOLCE	10	22:31	3.44711720149066	2.41008916679834	0.0708373604090206	0.85387642405371	0.9	0	0	0.1	0	0.1
M210	ZNF180	10	22:31	3.44711720149066	2.41008916679834	0.0708373604090206	0.85387642405371	0.9	0	0	0.1	0	0.1
M210	DOK1	10	22:31	3.44711720149066	2.41008916679834	0.0708373604090206	0.85387642405371	0.9	0	0	0.1	0	0.1
M210	RP11-255H23.2	10	22:31	3.44711720149066	2.41008916679834	0.0708373604090206	0.85387642405371	0.9	0	0	0.1	0	0.1
M210	C1D	10	22:31	3.44711720149066	2.41008916679834	0.0708373604090206	0.85387642405371	0.9	0	0	0.1	0	0.1
M210	TPCN1	10	22:31	3.44711720149066	2.41008916679834	0.0708373604090206	0.85387642405371	0.9	0	0	0.1	0	0.1
M210	PSMB2	10	22:31	3.44711720149066	2.41008916679834	0.0708373604090206	0.85387642405371	0.9	0	0	0.1	0	0.1
M210	PDCD6	10	22:31	3.44711720149066	2.41008916679834	0.0708373604090206	0.85387642405371	0.9	0	0	0.1	0	0.1
M210	SFRP2	10	22:31	3.44711720149066	2.41008916679834	0.0708373604090206	0.85387642405371	0.9	0	0	0.1	0	0.1
M210	PRELID1	10	22:31	3.44711720149066	2.41008916679834	0.0708373604090206	0.85387642405371	0.9	0	0	0.1	0	0.1
M211	CHIC2	10	32:41	2.05400944212262	2.61605582764264	0.0669985421170798	0.876648472928612	0.7	0.1	0	0.2	0	0
M211	INO80	10	32:41	2.05400944212262	2.61605582764264	0.0669985421170798	0.876648472928612	0.7	0.1	0	0.2	0	0
M211	ARMT1	10	32:41	2.05400944212262	2.61605582764264	0.0669985421170798	0.876648472928612	0.7	0.1	0	0.2	0	0
M211	ZNF767P	10	32:41	2.05400944212262	2.61605582764264	0.0669985421170798	0.876648472928612	0.7	0.1	0	0.2	0	0
M211	PXMP2	10	32:41	2.05400944212262	2.61605582764264	0.0669985421170798	0.876648472928612	0.7	0.1	0	0.2	0	0
M211	CIAPIN1	10	32:41	2.05400944212262	2.61605582764264	0.0669985421170798	0.876648472928612	0.7	0.1	0	0.2	0	0
M211	RP11-1023L17.1	10	32:41	2.05400944212262	2.61605582764264	0.0669985421170798	0.876648472928612	0.7	0.1	0	0.2	0	0
M211	XXbac-BPGBPG55C20.2	10	32:41	2.05400944212262	2.61605582764264	0.0669985421170798	0.876648472928612	0.7	0.1	0	0.2	0	0
M211	DGKA	10	32:41	2.05400944212262	2.61605582764264	0.0669985421170798	0.876648472928612	0.7	0.1	0	0.2	0	0
M211	VAMP2	10	32:41	2.05400944212262	2.61605582764264	0.0669985421170798	0.876648472928612	0.7	0.1	0	0.2	0	0
M3	DYM	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	WTIP	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	HSD17B8	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	MTCL1	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	DOLPP1	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	RNF219	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	MRPL48	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	ZNF473	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	ANKZF1	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	VDAC3	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	NUP62	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	CMTM4	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	SP2	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	STK40	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	ACOT13	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	GPATCH2	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	DMKN	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	SLC25A38	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	CTDNEP1	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	MRPL43	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	EDA	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	MRPS10	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	ACAA2	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	COX17	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	MAEA	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	NIPAL2	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	BACE2	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	HES1	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	SNHG8	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	GLTSCR2	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	EBAG9	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	TMEM117	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	ATR	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	PRKAB1	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	ELK3	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	GPCPD1	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	LIMS1	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	ZRSR2	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	NDUFA5	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	PPP4R3B	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	PABPC5	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	CTC-351M12.1	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	RPS4XP11	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	TMED9	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	PSMC2	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	RP11-69L16.5	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	COPS5	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	NMT1	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	PNPLA8	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	PELI2	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	LZIC	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	ASCC2	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	LRIG3	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	CDIP1	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	DPH2	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	ASB13	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	SMIM13	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	FNDC3A	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	DDX18	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	POLR2B	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	PDP1	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	NDUFB9	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	CNKSR3	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	SMDT1	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	DNAJC27	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	THAP4	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	NOP58	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
M3	SEC61G	254	42:295	7.73815772246017	2.04932760428148	0.0163906009242758	3.01895015302536	0.84251968503937	0.0196850393700787	0	0.137795275590551	0	0.0433070866141732
