species	organ	plate	cell	ABratio	cleanReads	mpRatio	genes	nUMI	mito	avg.cor	filter	CO
human	blood	PR10_XXL_X-B-8	PR10XB8cell61	0.980295350579384	1567474	0.8959	4055	62322	0.0487789223709124	1	TRUE	B cells
human	blood	PR10_XXL_X-B-8	PR10XB8cell62	0.973918532772977	2035306	0.9001	4316	67436	0.0469333886944659	1	TRUE	B cells
human	blood	PR10_XXL_X-B-8	PR10XB8cell63	0.97797978036641	2255722	0.904	4501	70567	0.0248274689302365	1	TRUE	B cells
human	blood	PR10_XXL_X-B-8	PR10XB8cell64	0.981419929126535	1605379	0.8794	4145	59169	0.0502121043113793	1	TRUE	B cells
human	blood	PR10_XXL_X-B-8	PR10XB8cell65	0.952175310398701	2200643	0.8771	4563	37952	0.0590482715008432	1	TRUE	B cells
human	blood	PR10_XXL_X-B-8	PR10XB8cell66	0.942705322390641	1939601	0.8886	4186	35188	0.0505001705126748	1	TRUE	B cells
human	blood	PR10_XXL_X-B-8	PR10XB8cell67	0.972295948990171	1161408	0.9084	3707	22189	0.0555230068953085	1	TRUE	B cells
human	blood	PR10_XXL_X-B-8	PR10XB8cell68	0.92371219100261	1144177	0.8352	3088	14266	0.0614748352726763	1	TRUE	B cells
human	blood	PR10_XXL_X-B-8	PR10XB8cell69	0.982317611783682	2205282	0.8989	4902	46139	0.0441058540497193	1	TRUE	B cells
human	blood	PR10_XXL_X-B-8	PR10XB8cell70	0.970113124501535	1844561	0.9011	4169	29542	0.0597115970482703	1	TRUE	B cells
human	blood	PR10_XXL_X-B-8	PR10XB8cell71	0.972242896791846	1581151	0.8918	4333	29540	0.0586323628977657	1	TRUE	B cells
human	blood	PR10_XXL_X-B-8	PR10XB8cell72	0.97764101934155	1561129	0.8805	4298	32328	0.0552771591190299	1	TRUE	B cells
human	blood	PR10_XXL_X-B-8	PR10XB8cell73	0.941889942795678	1796597	0.8782	4044	32200	0.0579192546583851	1	TRUE	B cells
human	blood	PR10_XXL_X-B-8	PR10XB8cell74	0.941878646200091	1644876	0.8712	3691	27324	0.0624725516029864	1	TRUE	B cells
human	blood	PR10_XXL_X-B-8	PR10XB8cell75	0.971481295084717	996131	0.885	3270	19255	0.0609711763178395	1	TRUE	B cells
human	blood	PR10_XXL_X-B-8	PR10XB8cell76	0.882954854684743	582137	0.8075	2351	9119	0.0912380743502577	1	FALSE	NA
human	blood	PR10_XXL_X-B-8	PR10XB8cell77	0.950625167802917	875235	0.8882	3719	22349	0.0594657479081838	1	TRUE	B cells
human	blood	PR10_XXL_X-B-8	PR10XB8cell78	0.977525185298936	1903076	0.8969	3958	32499	0.0412012677313148	1	TRUE	B cells
human	blood	PR10_XXL_X-B-8	PR10XB8cell79	0.980637728124684	1354901	0.8812	3927	26663	0.0638712823013164	1	TRUE	B cells
human	blood	PR10_XXL_X-B-8	PR10XB8cell80	0.979334538596209	1172646	0.8586	3650	24275	0.0575489186405767	1	TRUE	B cells
human	blood	PR10_XXL_X-B-8	PR10XB8cell81	0.938015750207032	1611999	0.8818	4302	70767	0.0806308024926873	1	TRUE	B cells
human	blood	PR10_XXL_X-B-8	PR10XB8cell82	0.948510059108742	1899667	0.8944	4052	73706	0.0487205926247524	1	TRUE	B cells
human	blood	PR10_XXL_X-B-8	PR10XB8cell83	0.975510670545051	921348	0.9058	3490	38826	0.0414670581569052	1	TRUE	B cells
human	blood	PR10_XXL_X-B-8	PR10XB8cell84	0.889118531292166	653437	0.838	2464	17726	0.060701793974952	1	FALSE	NA
human	blood	PR10_XXL_X-B-8	PR10XB8cell85	0.979261983914368	1692898	0.903	4138	72511	0.0695756505909448	1	TRUE	B cells
human	blood	PR10_XXL_X-B-8	PR10XB8cell86	0.981467279123824	1678421	0.8953	4051	61354	0.059735306581478	1	TRUE	B cells
human	blood	PR10_XXL_X-B-8	PR10XB8cell87	0.981465246839148	1244098	0.8871	3822	45925	0.057855198693522	1	TRUE	B cells
human	blood	PR10_XXL_X-B-8	PR10XB8cell88	0.963770584716638	774957	0.8439	3823	42542	0.0562032814630248	1	TRUE	B cells
human	blood	PR10_XXL_X-B-8	PR10XB8cell89	0.922709834503122	806158	0.8529	3496	22368	0.0613823319027182	1	TRUE	B cells
human	blood	PR10_XXL_X-B-8	PR10XB8cell90	0.919314288749414	731799	0.8647	3150	18154	0.0551944475046822	1	TRUE	B cells
human	blood	PR10_XXL_X-B-8	PR10XB8cell91	0.967258558089836	414553	0.8801	2444	12138	0.0752183226231669	1	FALSE	NA
human	blood	PR10_XXL_X-B-8	PR10XB8cell92	0.853365791964422	256798	0.7607	1826	6197	0.095045989995159	1	FALSE	NA
human	blood	PR10_XXL_X-B-8	PR10XB8cell93	0.986543564606699	1287434	0.8987	3757	29082	0.0580083900694588	1	TRUE	B cells
human	blood	PR10_XXL_X-B-8	PR10XB8cell94	0.966870811269362	938301	0.8809	3502	23574	0.0638839399338254	1	TRUE	B cells
human	blood	PR10_XXL_X-B-8	PR10XB8cell95	0.986672649925939	1906257	0.897	4699	41497	0.0688483504831675	1	TRUE	B cells
human	blood	PR10_XXL_X-B-8	PR10XB8cell96	0.986059916395311	1273515	0.8622	4260	34997	0.114895562476784	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell1	0.966722744603606	2916137	0.8693	4679	44301	0.0416694882734024	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell2	0.936234910139965	2114199	0.8643	4134	28927	0.063850381996059	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell3	0.981570421861047	2172727	0.899	4518	32490	0.055155432440751	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell4	0.897774596177723	714529	0.7625	2687	9928	0.0549959709911362	1	FALSE	NA
human	blood	PR10_XXL_X-B-9	PR10XB9cell5	0.979663442734669	2053243	0.8884	4178	28157	0.050182903008133	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell6	0.988368508733379	5515994	0.9031	6359	93804	0.0649119440535585	1	FALSE	NA
human	blood	PR10_XXL_X-B-9	PR10XB9cell7	0.974333259959679	1397023	0.8773	4114	24719	0.060965249403293	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell8	0.970734949517958	1298944	0.8615	3751	22030	0.0503404448479346	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell9	0.969084963194539	3001289	0.8782	4096	24586	0.0773610998129017	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell10	0.954448925507251	2235655	0.8739	4352	34190	0.0768645802866335	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell11	0.946709136312801	780727	0.8682	3709	19646	0.0734500661712308	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell12	0.885906671901722	719155	0.8034	2399	9841	0.0742810689970531	1	FALSE	NA
human	blood	PR10_XXL_X-B-9	PR10XB9cell13	0.98263392249795	1832922	0.8867	3925	26520	0.0538461538461538	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell14	0.986230385057528	2938662	0.8874	5518	51211	0.0481146628654	1	FALSE	NA
human	blood	PR10_XXL_X-B-9	PR10XB9cell15	0.975063161462078	2282613	0.8917	4741	37204	0.0394581227824965	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell16	0.975866103678079	1309493	0.8569	3869	28556	0.0463650371200448	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell17	0.92334987390175	1700285	0.8688	4114	24332	0.064893966792701	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell18	0.936788424069713	1556239	0.8605	4182	24218	0.0579734082087703	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell19	0.958633777568936	851447	0.88	3413	16017	0.0591246800274708	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell20	0.902115499984213	1020046	0.8273	3195	15312	0.0729493207941484	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell21	0.982149417798657	1601805	0.881	4128	25623	0.0595948952113336	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell22	0.97881641852598	2705174	0.8937	5518	46847	0.0348581552714155	1	FALSE	NA
human	blood	PR10_XXL_X-B-9	PR10XB9cell23	0.983613059140828	2164294	0.8854	4758	34062	0.0573366214549938	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell24	0.986598858754974	2677194	0.888	5196	44242	0.0605081144613715	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell25	0.940001016070854	1414690	0.8558	4301	29841	0.0419892094768942	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell26	0.932814263810355	1657892	0.863	4173	27698	0.0649144342551809	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell27	0.974195172300508	1359976	0.8936	4057	24202	0.062184943393108	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell28	0.911722129287228	1129701	0.8268	3313	14999	0.0860724048269885	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell29	0.97806559892768	1753797	0.8906	4421	30429	0.0565907522429262	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell30	0.983778075111545	2479513	0.8828	5016	36325	0.0467997247075017	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell31	0.984229493075875	2266529	0.8894	4583	32686	0.0700299822553999	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell32	0.982452797071287	1789269	0.874	4405	28921	0.0478199232391688	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell33	0.948504883381725	1632581	0.8744	3999	38857	0.0632575855058291	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell34	0.928766222613903	1251512	0.8598	3645	27553	0.0588683627917105	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell35	0.970827109570206	1009239	0.8896	3277	20865	0.0531032830098251	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell36	0.770416566633353	328153	0.7765	2385	8297	0.0702663613354224	1	FALSE	NA
human	blood	PR10_XXL_X-B-9	PR10XB9cell37	0.970347667513018	1683748	0.8898	3652	31763	0.0580549696187388	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell38	0.972713554302316	1414425	0.8799	4206	33944	0.0503476313928824	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell39	0.97096320365734	1750512	0.893	4025	28747	0.0468918495843045	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell40	0.980480682391691	1382268	0.8628	3830	30930	0.0463950856773359	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell41	0.911357712873149	1283222	0.8708	4333	55950	0.0493833780160858	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell42	0.936746147283355	1508047	0.8811	4026	58491	0.0600776187789574	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell43	0.965792789849516	750580	0.8822	3495	30924	0.0502845686198422	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell44	0.895926932655601	901771	0.8262	3129	24234	0.0737806387719733	1	FALSE	NA
human	blood	PR10_XXL_X-B-9	PR10XB9cell45	0.968362108455621	1566018	0.8875	4180	62311	0.0591709329010929	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell46	0.972057782287203	2020703	0.8853	4864	69200	0.0589017341040462	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell47	0.97443545975047	1372785	0.8922	4316	52156	0.0505215123859192	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell48	0.973565165821798	1094679	0.8595	3886	44483	0.0518175482768698	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell49	0.951605101239925	1785546	0.8626	4319	37934	0.0656403226656825	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell50	0.927402081629043	1538184	0.8647	3847	29359	0.048877686569706	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell51	0.977883837888339	1781631	0.9065	4698	42321	0.0401219252853193	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell52	0.905190401669275	734243	0.8063	2678	12443	0.0650164751265772	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell53	0.982466344482582	1850890	0.899	3970	36473	0.0410166424478381	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell54	0.986321516375041	4026939	0.9017	5738	80988	0.0535634908875389	1	FALSE	NA
human	blood	PR10_XXL_X-B-9	PR10XB9cell55	0.988491801334199	3858862	0.8967	5426	66583	0.0521904990763408	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell56	0.978934130784467	1319392	0.8564	4114	28205	0.0575784435383797	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell57	0.936626425804842	1217811	0.8607	3968	50705	0.0736613746178878	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell58	0.94993878552223	1675247	0.8804	4206	68646	0.0604987908982315	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell59	0.959151588221157	922501	0.8832	3706	34395	0.0561418810873673	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell60	0.925202901950451	1122800	0.8504	3347	36400	0.0806593406593407	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell61	0.977191296893014	1696804	0.8922	4096	62937	0.0586459475348364	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell62	0.983426283021819	3017971	0.8948	5421	118450	0.0539636977627691	1	FALSE	NA
human	blood	PR10_XXL_X-B-9	PR10XB9cell63	0.983270349975512	2125535	0.896	4516	71397	0.0474949927868118	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell64	0.978633085814134	1490682	0.8749	4123	58256	0.0537627025542433	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell65	0.945543116511344	1880363	0.8666	4574	38455	0.0444155506436094	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell66	0.951011210673302	2003904	0.865	4511	43618	0.0757714704938328	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell67	0.965428575259925	995618	0.8875	3630	19653	0.0511372309571058	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell68	0.897314201581912	1097984	0.8084	3372	18261	0.0792946717047259	1	FALSE	NA
human	blood	PR10_XXL_X-B-9	PR10XB9cell69	0.980260032033711	2111516	0.8924	4517	39393	0.0670677531541137	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell70	0.972108363795381	2170545	0.8953	4850	41258	0.0503902273498473	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell71	0.980001970372089	1811404	0.8907	4682	37217	0.034957143240992	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell72	0.969071655484167	1654215	0.8673	4259	33596	0.0609894035004167	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell73	0.942082710101727	1526875	0.8593	3911	28907	0.0579444425225724	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell74	0.924519979876886	1213213	0.8573	3752	24809	0.0516747954371398	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell75	0.972950119672334	1209803	0.8999	3747	25715	0.0565817616177328	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell76	0.789408814654256	358584	0.7917	2499	9346	0.0951209073400385	1	FALSE	NA
human	blood	PR10_XXL_X-B-9	PR10XB9cell77	0.979106625310194	1399294	0.892	4023	30630	0.0471106758080313	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell78	0.965672801812889	1704931	0.8846	4344	33234	0.0541614009749052	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell79	0.968924041134461	1630310	0.8893	4399	35328	0.0504981884057971	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell80	0.982201633548702	1463942	0.8546	3891	26911	0.0582289769982535	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell81	0.934322031913309	1295786	0.8682	4053	57771	0.0526907964203493	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell82	0.929008848664443	1324898	0.8741	3690	53842	0.0399873704542922	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell83	0.973461908203677	892192	0.8866	3720	44523	0.0510073445185634	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell84	0.913835421780132	989391	0.8578	2991	33143	0.0618531816673204	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell85	0.983791313050575	1511327	0.8984	4014	70372	0.0621269823225146	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell86	0.940986719381484	973022	0.885	4083	40174	0.0472444864837955	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell87	0.983969520573543	1807700	0.9005	4040	69268	0.0613992030952243	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell88	0.92450303634915	527676	0.8193	3185	23116	0.0435196400761377	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell89	0.92723574586792	783815	0.8462	3379	20511	0.0570913168543708	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell90	0.917333346973851	630683	0.8521	3103	16992	0.0728578154425612	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell91	0.97592499308535	854936	0.9057	3109	16100	0.0480124223602484	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell92	0.693882460487382	107614	0.6859	1427	3357	0.0622579684241883	1	FALSE	NA
human	blood	PR10_XXL_X-B-9	PR10XB9cell93	0.977700514413158	740775	0.8887	3109	19565	0.0655251725019167	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell94	0.957857874519846	880523	0.8705	3965	26293	0.0587608869280797	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell95	0.971412235563179	882591	0.8611	3626	23766	0.0688799124800135	1	TRUE	B cells
human	blood	PR10_XXL_X-B-9	PR10XB9cell96	0.976650636474564	739132	0.8304	3157	20868	0.0597086448150278	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell1	0.977226152480188	3515338	0.8901	4632	40350	0.0499628252788104	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell2	0.943859920556615	1650286	0.8703	3750	22586	0.0570707517931462	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell3	0.982615217657349	2490055	0.9005	4664	34290	0.0530183727034121	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell4	0.924735777200712	1339971	0.8418	3368	17523	0.0680819494378816	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell5	0.981675041084704	1672766	0.8866	3924	24592	0.0451366297983084	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell6	0.966104988902722	2027986	0.8915	4187	27096	0.0640315913788013	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell7	0.974988667772767	1802413	0.885	4019	25310	0.0598182536546819	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell8	0.979978431163752	1557141	0.8824	3749	23975	0.0566006256517205	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell9	0.96079538592968	1962774	0.8839	4349	34208	0.0472404115996258	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell10	0.942304240837362	1190214	0.8581	3464	21258	0.0751717000658576	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell11	0.9808971125183	1139649	0.8911	3653	22324	0.0550528579107687	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell12	0.88918119455986	600537	0.8089	2248	7880	0.0852791878172589	1	FALSE	NA
human	blood	PR10_XXL_X-B-10	PR10XB10cell13	0.978648174460619	1138869	0.8925	3356	19397	0.0589266381399185	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell14	0.972458226077641	1717504	0.8951	3993	25531	0.0522502056323685	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell15	0.980516349995923	1693639	0.8857	4076	25965	0.0501444251877527	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell16	0.975785713476549	1185118	0.87	3493	19421	0.0553009628752381	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell17	0.927149129967057	1009556	0.8514	3967	20798	0.0615924608135398	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell18	0.949239346915611	2069892	0.8792	4543	31770	0.0405413912496065	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell19	0.94981525451994	955592	0.8987	3454	16044	0.0511717776115682	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell20	0.89929143489063	855623	0.8149	3068	11865	0.0652338811630847	1	FALSE	NA
human	blood	PR10_XXL_X-B-10	PR10XB10cell21	0.970490129944655	1303468	0.8867	3992	23121	0.0623242939319234	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell22	0.982550330753574	3413047	0.9044	5346	48629	0.034444467293179	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell23	0.987867276914923	3996237	0.9031	5463	54777	0.0510250652646184	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell24	0.98412047963327	2619315	0.8877	4649	34800	0.0617241379310345	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell25	0.946084250910025	1786228	0.8741	4360	33508	0.065297839321953	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell26	0.937586824286047	1464172	0.863	3883	22797	0.0533842172215642	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell27	0.971473027856194	969492	0.8866	3698	18573	0.0517956172939213	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell28	0.892914595559291	789400	0.783	2670	10195	0.0709171162334478	1	FALSE	NA
human	blood	PR10_XXL_X-B-10	PR10XB10cell29	0.98301365333857	1793505	0.8864	4224	29169	0.0487161027117831	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell30	0.966631575198864	1983743	0.8928	4281	28696	0.0493797044884304	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell31	0.974843127612882	2101269	0.9011	4391	30338	0.0471026435493441	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell32	0.981335037896083	1757902	0.8772	4228	25709	0.0601734801042436	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell33	0.938868296278447	1244796	0.8572	3597	27165	0.0546659304251795	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell34	0.941125898219605	1343326	0.8602	3432	23089	0.0485079475074711	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell35	0.907686771362931	480576	0.8705	2818	12308	0.0693857653558661	1	FALSE	NA
human	blood	PR10_XXL_X-B-10	PR10XB10cell36	0.894760217238295	709600	0.8427	2821	15180	0.0655467720685112	1	FALSE	NA
human	blood	PR10_XXL_X-B-10	PR10XB10cell37	0.980110111906696	1464595	0.8851	3538	29398	0.0583373018572692	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell38	0.972657977357509	1887932	0.8878	3897	32807	0.0481909348614625	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell39	0.976769644259226	1803115	0.8915	3968	36503	0.0470646248253568	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell40	0.987190812720848	2733684	0.8897	4511	50002	0.0813967441302348	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell41	0.926883998226336	1368952	0.8821	4169	47740	0.0497486384583159	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell42	0.925408971711215	1485580	0.8859	3873	51430	0.0531207466459265	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell43	0.979462282130241	1438372	0.9127	3758	38706	0.0421640055805301	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell44	0.910039215994776	896848	0.8326	3446	31648	0.0447737613751264	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell45	0.982131488278032	1854299	0.8893	4003	59014	0.0499373030128444	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell46	0.977877388862251	2239970	0.8972	4364	65506	0.0411260037248496	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell47	0.962359421796909	1568666	0.8947	4276	56889	0.0575682469370177	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell48	0.97560229371089	1125600	0.8733	3794	42668	0.0463344895472017	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell49	0.955062518119718	1922146	0.8797	4305	40729	0.0530825701588549	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell50	0.939389287388237	1464113	0.875	3561	26316	0.0527055783553732	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell51	0.969911831391224	1186751	0.8969	3528	24322	0.05098264945317	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell52	0.877298821711416	694364	0.8196	2570	12207	0.0892930285901532	1	FALSE	NA
human	blood	PR10_XXL_X-B-10	PR10XB10cell53	0.980887173212918	1741444	0.8972	3768	32828	0.0444742293164372	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell54	0.971968916242207	1458067	0.8807	4134	31016	0.0472981686871292	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell55	0.970022651104874	1938980	0.8956	4290	37260	0.0527106816961889	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell56	0.980213814542422	1846636	0.8743	3996	31486	0.0469097376611827	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell57	0.916814216652713	1079792	0.8432	3711	34969	0.073179101489891	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell58	0.970984771573604	3049637	0.909	4744	116143	0.0282066073719467	1	FALSE	NA
human	blood	PR10_XXL_X-B-10	PR10XB10cell59	0.96573399409085	733202	0.888	3544	32865	0.065814696485623	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell60	0.900001363617769	780829	0.8553	2887	24081	0.0741248287031269	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell61	0.98466746494751	1533394	0.8976	3955	61128	0.0520219866509619	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell62	0.973982852558873	1635745	0.897	4222	55694	0.0620533630193558	1	TRUE	B cells
human	blood	PR10_XXL_X-B-10	PR10XB10cell63	0.978481989581117	1971530	0.9044	4369	72438	0.0409453601700765	1	TRUE	B cells
