human	PR10XNK1cell1	3447531	3059381	2948031	88.74%	0.8874	85.51%	single	3.1500
human	PR10XNK1cell2	3259521	2871574	2764818	88.10%	0.8810	84.82%	single	3.4833
human	PR10XNK1cell3	1680111	1513730	1462821	90.10%	0.9010	87.07%	single	1.5666
human	PR10XNK1cell4	1570179	1329277	1275906	84.66%	0.8466	81.26%	single	2.2000
human	PR10XNK1cell5	3712248	3415111	3214097	92.00%	0.9200	86.58%	single	3.4166
human	PR10XNK1cell6	372791	304158	298486	81.59%	0.8159	80.07%	single	0.4000
human	PR10XNK1cell7	838621	704000	675743	83.95%	0.8395	80.58%	single	0.9500
human	PR10XNK1cell8	3653508	3256694	3122928	89.14%	0.8914	85.48%	single	3.6000
human	PR10XNK1cell9	2289245	2020771	1940139	88.27%	0.8827	84.75%	single	2.0833
human	PR10XNK1cell10	2140509	1876530	1812723	87.67%	0.8767	84.69%	single	2.2666
human	PR10XNK1cell11	1495563	1338720	1285170	89.51%	0.8951	85.93%	single	1.5000
human	PR10XNK1cell12	1252660	1072635	1036613	85.63%	0.8563	82.75%	single	1.4333
human	PR10XNK1cell13	2634686	2424292	2319280	92.01%	0.9201	88.03%	single	2.4833
human	PR10XNK1cell14	284235	229031	224055	80.58%	0.8058	78.83%	single	0.4000
human	PR10XNK1cell15	225646	174402	168884	77.29%	0.7729	74.84%	single	0.4333
human	PR10XNK1cell16	197990	126434	123970	63.86%	0.6386	62.61%	single	0.2500
human	PR10XNK1cell17	2774108	2395950	2325169	86.37%	0.8637	83.82%	single	3.1166
human	PR10XNK1cell18	1936974	1705696	1628866	88.06%	0.8806	84.09%	single	2.0833
human	PR10XNK1cell19	1654512	1485185	1424231	89.77%	0.8977	86.08%	single	1.6166
human	PR10XNK1cell20	1261284	1067394	1032211	84.63%	0.8463	81.84%	single	1.2166
human	PR10XNK1cell21	1022480	898863	857644	87.91%	0.8791	83.88%	single	1.0500
human	PR10XNK1cell22	522137	453073	418952	86.77%	0.8677	80.24%	single	2.5833
human	PR10XNK1cell23	4098121	3631288	3481505	88.61%	0.8861	84.95%	single	4.4500
human	PR10XNK1cell24	268519	137783	134031	51.31%	0.5131	49.91%	single	0.3000
human	PR10XNK1cell25	2796762	2463699	2367724	88.09%	0.8809	84.66%	single	2.7000
human	PR10XNK1cell26	2705164	2375311	2288083	87.81%	0.8781	84.58%	single	6.9333
human	PR10XNK1cell27	1723244	1560200	1498097	90.54%	0.9054	86.93%	single	1.6500
human	PR10XNK1cell28	1203587	981765	940617	81.57%	0.8157	78.15%	single	1.2500
human	PR10XNK1cell29	709139	607534	577001	85.67%	0.8567	81.37%	single	0.7166
human	PR10XNK1cell30	290868	229657	221946	78.96%	0.7896	76.30%	single	0.3500
human	PR10XNK1cell31	258314	198661	193018	76.91%	0.7691	74.72%	single	0.2666
human	PR10XNK1cell32	222832	153069	150937	68.69%	0.6869	67.74%	single	0.2666
human	PR10XNK1cell33	2247667	2007378	1931356	89.31%	0.8931	85.93%	single	2.2500
human	PR10XNK1cell34	2145577	1888269	1817787	88.01%	0.8801	84.72%	single	2.0000
human	PR10XNK1cell35	1832041	1648962	1577285	90.01%	0.9001	86.09%	single	1.9833
human	PR10XNK1cell36	973115	807537	777335	82.98%	0.8298	79.88%	single	1.0166
human	PR10XNK1cell37	605887	534130	510158	88.16%	0.8816	84.20%	single	0.6500
human	PR10XNK1cell38	288888	223643	218786	77.42%	0.7742	75.73%	single	0.2666
human	PR10XNK1cell39	457623	384490	357860	84.02%	0.8402	78.20%	single	0.6000
human	PR10XNK1cell40	218416	139584	135694	63.91%	0.6391	62.13%	single	4.8000
human	PR10XNK1cell41	2795195	2499586	2419923	89.42%	0.8942	86.57%	single	2.7000
human	PR10XNK1cell42	2326105	2054878	1977042	88.34%	0.8834	84.99%	single	2.2000
human	PR10XNK1cell43	1416427	1273996	1242274	89.94%	0.8994	87.70%	single	1.3833
human	PR10XNK1cell44	324924	250829	238167	77.20%	0.7720	73.30%	single	2.4833
human	PR10XNK1cell45	351861	191158	183311	54.33%	0.5433	52.10%	single	0.3333
human	PR10XNK1cell46	322490	224298	219568	69.55%	0.6955	68.09%	single	0.3166
human	PR10XNK1cell47	249776	190326	185828	76.20%	0.7620	74.40%	single	2.2666
human	PR10XNK1cell48	212874	146469	144282	68.81%	0.6881	67.78%	single	0.2333
human	PR10XNK1cell49	3038947	2693363	2577674	88.63%	0.8863	84.82%	single	3.5500
human	PR10XNK1cell50	2353710	2091546	2015126	88.86%	0.8886	85.61%	single	2.1666
human	PR10XNK1cell51	1857700	1684002	1619275	90.65%	0.9065	87.17%	single	2.0333
human	PR10XNK1cell52	650616	543400	515845	83.52%	0.8352	79.29%	single	0.7000
human	PR10XNK1cell53	244782	202747	200331	82.83%	0.8283	81.84%	single	0.2833
human	PR10XNK1cell54	293571	226079	224105	77.01%	0.7701	76.34%	single	0.3333
human	PR10XNK1cell55	315630	232605	230099	73.70%	0.7370	72.90%	single	0.2666
human	PR10XNK1cell56	252691	159612	156536	63.16%	0.6316	61.95%	single	0.2833
human	PR10XNK1cell57	2539206	2237994	2139183	88.14%	0.8814	84.25%	single	2.6666
human	PR10XNK1cell58	1213180	1056221	1020305	87.06%	0.8706	84.10%	single	1.5166
human	PR10XNK1cell59	224579	184032	175928	81.95%	0.8195	78.34%	single	1.8666
human	PR10XNK1cell60	440849	355179	343417	80.57%	0.8057	77.90%	single	0.4833
human	PR10XNK1cell61	252373	204618	200836	81.08%	0.8108	79.58%	single	0.2666
human	PR10XNK1cell62	255306	209630	203565	82.11%	0.8211	79.73%	single	0.3333
human	PR10XNK1cell63	389459	320543	310127	82.30%	0.8230	79.63%	single	0.4500
human	PR10XNK1cell64	196345	124473	121788	63.40%	0.6340	62.03%	single	0.2166
human	PR10XNK1cell65	3638698	3194210	3081989	87.78%	0.8778	84.70%	single	3.5333
human	PR10XNK1cell66	2673779	2332889	2230680	87.25%	0.8725	83.43%	single	2.6000
human	PR10XNK1cell67	530912	475224	460021	89.51%	0.8951	86.65%	single	0.5500
human	PR10XNK1cell68	373272	254228	235959	68.11%	0.6811	63.21%	single	0.4500
human	PR10XNK1cell69	562650	485019	466483	86.20%	0.8620	82.91%	single	0.6333
human	PR10XNK1cell70	344026	263616	252002	76.63%	0.7663	73.25%	single	0.4166
human	PR10XNK1cell71	288489	231438	222199	80.22%	0.8022	77.02%	single	0.3500
human	PR10XNK1cell72	3395391	3041115	2927194	89.57%	0.8957	86.21%	single	3.1000
human	PR10XNK1cell73	2671101	2373359	2289776	88.85%	0.8885	85.72%	single	2.4666
human	PR10XNK1cell74	2406389	2060193	1963009	85.61%	0.8561	81.57%	single	2.6000
human	PR10XNK1cell75	1676977	1514468	1459520	90.31%	0.9031	87.03%	single	1.7666
human	PR10XNK1cell76	41906	32488	31400	77.53%	0.7753	74.93%	single	0.1166
human	PR10XNK1cell77	195275	154459	151903	79.10%	0.7910	77.79%	single	0.2166
human	PR10XNK1cell78	249893	200512	196517	80.24%	0.8024	78.64%	single	0.3333
human	PR10XNK1cell79	3967489	3585587	3459147	90.37%	0.9037	87.19%	single	3.6500
human	PR10XNK1cell80	235571	147035	143618	62.42%	0.6242	60.97%	single	0.2833
human	PR10XNK1cell81	2409857	2147692	2061410	89.12%	0.8912	85.54%	single	2.3000
human	PR10XNK1cell82	2238601	1976832	1897460	88.31%	0.8831	84.76%	single	2.3666
human	PR10XNK1cell83	121019	103152	98955	85.24%	0.8524	81.77%	single	0.3000
human	PR10XNK1cell84	33886	24544	23331	72.43%	0.7243	68.85%	single	0.1000
human	PR10XNK1cell85	155636	125594	122510	80.70%	0.8070	78.72%	single	0.2166
human	PR10XNK1cell86	228544	186073	183213	81.42%	0.8142	80.17%	single	0.3666
human	PR10XNK1cell87	215675	164716	162690	76.37%	0.7637	75.43%	single	0.2166
human	PR10XNK1cell88	349602	258186	248289	73.85%	0.7385	71.02%	single	0.4333
human	PR10XNK1cell89	1888842	1633087	1564888	86.46%	0.8646	82.85%	single	1.8833
human	PR10XNK1cell90	316732	254846	240904	80.46%	0.8046	76.06%	single	0.4000
human	PR10XNK1cell91	127132	101831	98591	80.10%	0.8010	77.55%	single	0.1666
human	PR10XNK1cell92	39004	27274	26162	69.93%	0.6993	67.08%	single	0.1166
human	PR10XNK1cell93	97905	79786	77787	81.49%	0.8149	79.45%	single	0.1500
human	PR10XNK1cell94	144041	110643	107347	76.81%	0.7681	74.53%	single	0.3333
human	PR10XNK1cell95	222347	172235	168773	77.46%	0.7746	75.91%	single	0.2500
human	PR10XNK1cell96	199301	132958	127828	66.71%	0.6671	64.14%	single	0.2666
human	PR10XNK2cell1	3382027	2986285	2855513	88.30%	0.8830	84.43%	single	3.2333
human	PR10XNK2cell2	2378483	2073135	1997737	87.16%	0.8716	83.99%	single	2.1166
human	PR10XNK2cell3	1796139	1525149	1470610	84.91%	0.8491	81.88%	single	1.7500
human	PR10XNK2cell4	1244952	1000990	958033	80.40%	0.8040	76.95%	single	1.3500
human	PR10XNK2cell5	1808568	1628553	1572341	90.05%	0.9005	86.94%	single	2.2000
human	PR10XNK2cell6	230661	172725	167513	74.88%	0.7488	72.62%	single	0.2833
human	PR10XNK2cell7	240844	173254	169960	71.94%	0.7194	70.57%	single	0.4000
human	PR10XNK2cell8	257878	143276	140270	55.56%	0.5556	54.39%	single	0.3166
human	PR10XNK2cell9	1987906	1722339	1659503	86.64%	0.8664	83.48%	single	1.9666
human	PR10XNK2cell10	1712674	1497678	1447730	87.45%	0.8745	84.53%	single	1.6333
human	PR10XNK2cell11	1333980	1194997	1147962	89.58%	0.8958	86.06%	single	1.4166
human	PR10XNK2cell12	770662	579278	550070	75.17%	0.7517	71.38%	single	0.8000
human	PR10XNK2cell13	1586157	1409771	1338630	88.88%	0.8888	84.39%	single	2.6666
human	PR10XNK2cell14	244293	196198	188420	80.31%	0.8031	77.13%	single	0.3166
human	PR10XNK2cell15	196802	144491	137648	73.42%	0.7342	69.94%	single	0.3000
human	PR10XNK2cell16	140618	72769	71497	51.75%	0.5175	50.84%	single	0.1833
human	PR10XNK2cell17	2785762	2433991	2340830	87.37%	0.8737	84.03%	single	2.5833
human	PR10XNK2cell18	1426785	1201013	1158072	84.18%	0.8418	81.17%	single	1.4833
human	PR10XNK2cell19	1703985	1534500	1471538	90.05%	0.9005	86.36%	single	1.9333
human	PR10XNK2cell20	1225067	990610	959531	80.86%	0.8086	78.32%	single	1.1833
human	PR10XNK2cell21	199920	155301	149489	77.68%	0.7768	74.77%	single	0.3166
human	PR10XNK2cell22	302788	256520	246228	84.72%	0.8472	81.32%	single	0.5500
human	PR10XNK2cell23	253451	180149	176270	71.08%	0.7108	69.55%	single	0.2666
human	PR10XNK2cell24	228077	111680	110635	48.97%	0.4897	48.51%	single	0.2333
human	PR10XNK2cell25	1989757	1717463	1641995	86.32%	0.8632	82.52%	single	2.1666
human	PR10XNK2cell26	2242663	1921821	1852579	85.69%	0.8569	82.61%	single	2.0666
human	PR10XNK2cell27	1728643	1549173	1481577	89.62%	0.8962	85.71%	single	1.8333
human	PR10XNK2cell28	1257252	1043644	1011390	83.01%	0.8301	80.44%	single	1.2166
human	PR10XNK2cell29	658393	546597	485677	83.02%	0.8302	73.77%	single	0.7333
human	PR10XNK2cell30	519173	439139	409361	84.58%	0.8458	78.85%	single	0.9000
human	PR10XNK2cell31	277732	179960	176190	64.80%	0.6480	63.44%	single	0.2833
human	PR10XNK2cell32	219981	98262	97715	44.67%	0.4467	44.42%	single	0.2333
human	PR10XNK2cell33	1680340	1432717	1374348	85.26%	0.8526	81.79%	single	1.8333
human	PR10XNK2cell34	1795084	1586800	1518263	88.40%	0.8840	84.58%	single	1.9333
human	PR10XNK2cell35	518909	453979	391094	87.49%	0.8749	75.37%	single	0.6000
human	PR10XNK2cell36	253864	176843	167314	69.66%	0.6966	65.91%	single	0.3333
human	PR10XNK2cell37	133231	111454	107229	83.65%	0.8365	80.48%	single	0.2000
human	PR10XNK2cell38	234750	167061	165786	71.17%	0.7117	70.62%	single	0.2333
human	PR10XNK2cell39	2044610	1792365	1705743	87.66%	0.8766	83.43%	single	1.9500
human	PR10XNK2cell40	154912	70830	70012	45.72%	0.4572	45.19%	single	0.1833
human	PR10XNK2cell41	3426021	3020469	2891600	88.16%	0.8816	84.40%	single	3.6833
human	PR10XNK2cell42	2106444	1831388	1756299	86.94%	0.8694	83.38%	single	2.1000
human	PR10XNK2cell43	2327806	2096627	2012449	90.07%	0.9007	86.45%	single	3.2000
human	PR10XNK2cell44	573657	428856	408712	74.76%	0.7476	71.25%	single	0.6500
human	PR10XNK2cell45	1254254	1123371	1065608	89.56%	0.8956	84.96%	single	2.0333
human	PR10XNK2cell46	660561	573601	544799	86.84%	0.8684	82.48%	single	2.1666
human	PR10XNK2cell47	269839	185764	183788	68.84%	0.6884	68.11%	single	0.2500
human	PR10XNK2cell48	241624	129723	125878	53.69%	0.5369	52.10%	single	0.2500
human	PR10XNK2cell49	2719827	2383631	2277515	87.64%	0.8764	83.74%	single	4.2333
human	PR10XNK2cell50	2577470	2251736	2167918	87.36%	0.8736	84.11%	single	2.4166
human	PR10XNK2cell51	743558	663465	612564	89.23%	0.8923	82.38%	single	0.8000
human	PR10XNK2cell52	542586	387128	374915	71.35%	0.7135	69.10%	single	0.5333
human	PR10XNK2cell53	206594	162336	158069	78.58%	0.7858	76.51%	single	0.7833
human	PR10XNK2cell54	320277	256903	247524	80.21%	0.8021	77.28%	single	0.4000
human	PR10XNK2cell55	275349	199552	194852	72.47%	0.7247	70.77%	single	0.2833
human	PR10XNK2cell56	218610	108237	104863	49.51%	0.4951	47.97%	single	0.2833
human	PR10XNK2cell57	1487728	1286669	1240889	86.49%	0.8649	83.41%	single	1.5500
human	PR10XNK2cell58	1948816	1700825	1644974	87.27%	0.8727	84.41%	single	1.9166
human	PR10XNK2cell59	1007727	877133	836436	87.04%	0.8704	83.00%	single	1.2333
human	PR10XNK2cell60	182466	122822	114331	67.31%	0.6731	62.66%	single	1.4166
human	PR10XNK2cell61	510647	422760	413401	82.79%	0.8279	80.96%	single	0.5500
human	PR10XNK2cell62	232564	185633	178450	79.82%	0.7982	76.73%	single	0.3666
human	PR10XNK2cell63	336785	248200	235014	73.70%	0.7370	69.78%	single	0.9833
human	PR10XNK2cell64	174290	82519	80838	47.35%	0.4735	46.38%	single	0.2166
human	PR10XNK2cell65	3237163	2851201	2739182	88.08%	0.8808	84.62%	single	3.1166
human	PR10XNK2cell66	3303929	2920646	2814991	88.40%	0.8840	85.20%	single	3.4833
human	PR10XNK2cell67	1104301	974324	933103	88.23%	0.8823	84.50%	single	1.4333
human	PR10XNK2cell68	2866371	2460389	2303783	85.84%	0.8584	80.37%	single	3.0833
human	PR10XNK2cell69	223130	166570	164972	74.65%	0.7465	73.94%	single	0.2333
human	PR10XNK2cell70	1041824	875556	851890	84.04%	0.8404	81.77%	single	2.3166
human	PR10XNK2cell71	319437	233546	225145	73.11%	0.7311	70.48%	single	0.3000
human	PR10XNK2cell72	334635	190865	186892	57.04%	0.5704	55.85%	single	0.3666
human	PR10XNK2cell73	2152454	1896775	1818770	88.12%	0.8812	84.50%	single	2.0833
human	PR10XNK2cell74	1667435	1433032	1379706	85.94%	0.8594	82.74%	single	1.8333
human	PR10XNK2cell75	1225006	1090578	1043322	89.03%	0.8903	85.17%	single	2.9000
human	PR10XNK2cell76	132576	76486	71785	57.69%	0.5769	54.15%	single	0.2666
human	PR10XNK2cell77	101037	60934	57168	60.31%	0.6031	56.58%	single	0.1333
human	PR10XNK2cell78	393741	316140	291447	80.29%	0.8029	74.02%	single	0.4333
human	PR10XNK2cell79	241142	174241	167409	72.26%	0.7226	69.42%	single	0.3166
human	PR10XNK2cell80	278179	142758	140761	51.32%	0.5132	50.60%	single	0.2833
human	PR10XNK2cell81	2283027	1973294	1898308	86.43%	0.8643	83.15%	single	2.9500
