human	PD10Mono1cell1	20631626	14670826	13949281	71.11%	0.7111	67.61%	single	19.9000
human	PD10Mono1cell2	2300876	1968581	1917548	85.56%	0.8556	83.34%	single	2.5333
human	PD10Mono1cell3	2070772	1818436	1772601	87.81%	0.8781	85.60%	single	3.7000
human	PD10Mono1cell4	1748003	1450549	1397638	82.98%	0.8298	79.96%	single	2.1000
human	PD10Mono1cell5	1882343	1629018	1580560	86.54%	0.8654	83.97%	single	2.1500
human	PD10Mono1cell6	2905409	2519536	2430105	86.72%	0.8672	83.64%	single	3.4500
human	PD10Mono1cell7	4812111	4275066	4150550	88.84%	0.8884	86.25%	single	4.9333
human	PD10Mono1cell8	447143	373470	372723	83.52%	0.8352	83.36%	single	0.4500
human	PD10Mono1cell9	3193163	2791903	2718171	87.43%	0.8743	85.12%	single	3.4000
human	PD10Mono1cell10	2121381	1798158	1751048	84.76%	0.8476	82.54%	single	2.3000
human	PD10Mono1cell11	1310647	1138139	1108412	86.84%	0.8684	84.57%	single	1.4666
human	PD10Mono1cell12	622066	514901	501082	82.77%	0.8277	80.55%	single	2.2000
human	PD10Mono1cell13	2768666	2445199	2380446	88.32%	0.8832	85.98%	single	3.1666
human	PD10Mono1cell14	3457958	3035354	2942928	87.78%	0.8778	85.11%	single	4.3000
human	PD10Mono1cell15	4311431	3804197	3708479	88.24%	0.8824	86.02%	single	4.2833
human	PD10Mono1cell16	2531466	2240152	2181610	88.49%	0.8849	86.18%	single	5.0000
human	PD10Mono1cell17	2251365	1944315	1894960	86.36%	0.8636	84.17%	single	2.6000
human	PD10Mono1cell18	688451	578562	564739	84.04%	0.8404	82.03%	single	0.9000
human	PD10Mono1cell19	1653985	1439268	1405311	87.02%	0.8702	84.97%	single	1.7833
human	PD10Mono1cell20	1453907	1216944	1184242	83.70%	0.8370	81.45%	single	1.7500
human	PD10Mono1cell21	2082016	1826112	1763666	87.71%	0.8771	84.71%	single	2.3333
human	PD10Mono1cell22	829092	702437	683845	84.72%	0.8472	82.48%	single	1.2000
human	PD10Mono1cell23	2724376	2377202	2306598	87.26%	0.8726	84.67%	single	3.0500
